customerID,gender,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5760-WRAHC,Female,Mailed check,69.75,1545.4,No
8847-GEOOQ,Male,Bank transfer (automatic),60.2,3582.4,No
0256-LTHVJ,Female,Electronic check,81.05,2227.1,Yes
4785-FCIFB,Female,Mailed check,24.4,1417.9,No
8313-NDOIA,Female,Electronic check,104.15,2494.65,No
5149-CUZUJ,Male,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,Female,Bank transfer (automatic),80.8,2369.3,No
4237-CLSMM,Male,Mailed check,20.0,38,No
1452-VOQCH,Male,Electronic check,75.1,75.1,No
4719-UMSIY,Male,Mailed check,19.65,100.9,No
6614-VBEGU,Female,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,Male,Electronic check,101.15,385.9,Yes
3811-VBYBZ,Male,Electronic check,99.8,673.25,Yes
1480-BKXGA,Male,Bank transfer (automatic),116.05,8404.9,No
2996-XAUVF,Male,Mailed check,40.05,2799.75,No
9076-AXYIK,Male,Electronic check,102.1,6538.45,No
5968-XQIVE,Male,Electronic check,89.7,6588.95,No
8896-RAZCR,Female,Mailed check,19.9,868.1,No
4640-UHDOS,Female,Electronic check,55.95,734.35,Yes
4933-IKULF,Female,Mailed check,20.65,330.6,No
3583-EKAPL,Male,Electronic check,55.0,55,Yes
1304-BCCFO,Male,Mailed check,70.05,564.4,No
4104-PVRPS,Male,Mailed check,53.6,1315.35,No
9399-APLBT,Female,Electronic check,74.7,74.7,Yes
2359-KMGLI,Male,Electronic check,80.25,1861.5,Yes
3780-DDGSE,Male,Electronic check,76.05,2747.2,No
4431-EDMIQ,Female,Electronic check,75.7,554.05,No
0306-JAELE,Male,Electronic check,96.1,453.4,Yes
6227-HWPWX,Female,Bank transfer (automatic),69.0,994.8,Yes
0486-LGCCH,Male,Mailed check,19.65,225.75,No
0447-BEMNG,Female,Bank transfer (automatic),45.3,2145,Yes
4612-SSVHJ,Female,Electronic check,81.45,1671.6,No
5168-MQQCA,Female,Bank transfer (automatic),108.5,8003.8,No
5949-XIKAE,Female,Electronic check,83.55,680.05,Yes
7971-HLVXI,Male,Credit card (automatic),84.5,6130.85,No
9094-AZPHK,Female,Electronic check,100.15,1415,No
3649-JPUGY,Male,Bank transfer (automatic),88.6,6201.95,No
4472-LVYGI,Female,Bank transfer (automatic),52.55, ,No
8372-JUXUI,Male,Electronic check,74.35,74.35,Yes
3552-CTCYF,Male,Bank transfer (automatic),104.8,6597.25,No
6778-YSNIH,Female,Electronic check,59.0,114.15,No
0388-EOPEX,Female,Electronic check,74.4,139.4,Yes
5756-OZRIO,Male,Bank transfer (automatic),64.05,3902.6,No
6579-JPICP,Male,Mailed check,20.4,20.4,No
8205-OTCHB,Male,Bank transfer (automatic),43.75,903.6,Yes
4134-BSXLX,Male,Mailed check,60.9,1785.65,No
0505-SPOOW,Female,Bank transfer (automatic),19.8,1397.65,No
6235-VDHOM,Female,Electronic check,28.45,131.05,Yes
7783-YKGDV,Female,Bank transfer (automatic),99.7,1238.45,Yes
4374-YMUSQ,Male,Credit card (automatic),116.25,3899.05,No
4513-CXYIX,Female,Credit card (automatic),80.7,5676,No
3957-HHLMR,Female,Bank transfer (automatic),65.2,4543.15,No
7803-XOCCZ,Female,Bank transfer (automatic),84.05,4326.8,No
5736-YEJAX,Male,Credit card (automatic),79.45,5502.55,No
5609-CEBID,Female,Electronic check,94.1,1782.4,Yes
8981-FJGLA,Male,Mailed check,78.0,851.8,No
7218-HKQFK,Male,Electronic check,94.2,167.5,Yes
4636-QRJKY,Female,Electronic check,80.5,502.85,Yes
1135-LMECX,Female,Mailed check,19.85,19.85,No
4332-MUOEZ,Male,Credit card (automatic),94.3,1818.3,No
8535-SFUTN,Male,Electronic check,106.45,6300.15,No
5956-VKDTT,Female,Electronic check,74.35,334.8,Yes
8677-HDZEE,Female,Bank transfer (automatic),105.45,5916.95,No
2475-MROZF,Male,Credit card (automatic),95.0,2852.4,No
9412-GHEEC,Male,Bank transfer (automatic),104.8,4131.95,Yes
3482-ABPKK,Female,Mailed check,54.3,1546.3,No
6705-LXORM,Female,Electronic check,70.05,302.6,No
0257-ZESQC,Female,Bank transfer (automatic),75.2,1929.35,Yes
7531-GQHME,Male,Credit card (automatic),20.05,265.45,No
5174-ITUMV,Male,Electronic check,105.4,6989.45,No
4109-CYRBD,Male,Electronic check,51.6,1442,No
0913-XWSCN,Male,Bank transfer (automatic),85.5,4713.4,No
6825-UYPFK,Female,Bank transfer (automatic),75.6,1758.6,Yes
8397-MVTAZ,Male,Electronic check,100.05,3480,Yes
0750-EBAIU,Male,Electronic check,91.25,4738.3,No
8606-CIQUL,Male,Credit card (automatic),115.75,8399.15,No
3571-DPYUH,Male,Credit card (automatic),94.7,5430.35,No
7601-GNDYK,Male,Mailed check,19.6,686.95,No
0356-OBMAC,Female,Bank transfer (automatic),99.9,5706.3,No
8067-NIOYM,Female,Credit card (automatic),21.1,490.65,No
1403-GYAFU,Male,Credit card (automatic),20.05,1360.25,No
4234-XTNEA,Male,Electronic check,79.95,174.45,No
1297-VQDRP,Male,Credit card (automatic),107.15,7379.8,No
9282-IZGQK,Female,Electronic check,85.0,85,Yes
5348-CAGXB,Male,Electronic check,89.55,1021.75,No
0621-HJWXJ,Female,Bank transfer (automatic),81.55,5029.05,No
5844-QVTAT,Female,Mailed check,58.45,1955.4,No
8905-IAZPF,Female,Credit card (automatic),95.65,6744.2,No
5394-MEITZ,Female,Bank transfer (automatic),80.6,4946.7,No
6859-QNXIQ,Female,Bank transfer (automatic),113.1,8248.5,No
2782-LFZVW,Female,Mailed check,58.95,601.6,No
2866-IKBTM,Female,Mailed check,19.55,19.55,No
1342-JPNKI,Male,Bank transfer (automatic),86.05,834.1,Yes
2817-NTQDO,Male,Credit card (automatic),45.55,597,Yes
7129-AZJDE,Male,Bank transfer (automatic),78.95,2647.2,No
6986-IJDHX,Male,Mailed check,86.3,3266,Yes
2560-PPCHE,Female,Bank transfer (automatic),105.05,6744.25,No
4676-MQUEA,Male,Bank transfer (automatic),101.9,5265.5,No
8138-EALND,Male,Mailed check,19.75,311.6,No
3580-HYCSP,Male,Bank transfer (automatic),110.3,7966.9,No
1352-HNSAW,Female,Bank transfer (automatic),115.6,8220.4,No
2075-PUEPR,Male,Bank transfer (automatic),19.35,1153.25,No
1982-FEBTD,Female,Credit card (automatic),25.6,514.75,No
5301-GAUUY,Male,Bank transfer (automatic),80.35,2596.15,Yes
5791-KAJFD,Female,Bank transfer (automatic),68.75,3808,No
2654-VBVPB,Female,Bank transfer (automatic),19.9,19.9,No
1154-HYWWO,Male,Mailed check,70.6,2708.2,No
2501-XWWTZ,Male,Electronic check,70.2,760.05,No
3716-UVSPD,Male,Electronic check,49.3,49.3,No
6815-ABQFQ,Male,Electronic check,107.25,6033.3,No
7343-EOBEU,Male,Mailed check,23.6,89.05,No
3701-SFMUH,Male,Credit card (automatic),69.7,516.15,No
6103-LIANB,Male,Credit card (automatic),99.5,5861.75,No
7319-VENRZ,Male,Bank transfer (automatic),64.3,445.95,No
5846-NEQVZ,Male,Credit card (automatic),70.85,4973.4,No
6967-QIQRV,Male,Electronic check,101.9,1667.25,No
5781-RFZRP,Male,Credit card (automatic),73.5,5357.75,No
0939-YAPAF,Female,Electronic check,100.25,3527.6,Yes
0308-IVGOK,Female,Credit card (automatic),40.4,422.6,No
7293-LSCDV,Female,Credit card (automatic),19.25,1103.25,No
7025-WCBNE,Male,Bank transfer (automatic),59.6,2754,No
5756-JYOJT,Female,Credit card (automatic),64.9,697.25,No
4710-FDUIZ,Male,Credit card (automatic),100.3,5614.45,Yes
6030-REHUX,Female,Electronic check,110.85,3204.4,No
9548-LIGTA,Male,Mailed check,81.05,4747.65,No
5150-LJNSR,Male,Bank transfer (automatic),98.05,3082.1,No
8270-RKSAP,Male,Electronic check,70.5,597.9,No
6522-YRBXD,Male,Electronic check,94.55,3365.4,No
2640-LYMOV,Male,Mailed check,19.65,38.8,No
1218-VKFPE,Female,Mailed check,19.0,233.55,Yes
3627-FHKBK,Female,Mailed check,75.3,75.3,Yes
2865-TCHJW,Female,Electronic check,89.2,346.2,Yes
1423-BMPBQ,Female,Mailed check,19.0,19,No
2393-DIVAI,Female,Mailed check,20.0,61.7,No
5192-EBGOV,Female,Electronic check,85.7,85.7,Yes
4568-KNYWR,Male,Credit card (automatic),63.25,3342.45,No
8752-IMQOS,Male,Mailed check,20.1,85.1,No
0742-LAFQK,Male,Electronic check,99.15,7422.1,No
0795-LAFGP,Male,Electronic check,90.4,6668.05,No
0619-OLYUR,Male,Credit card (automatic),111.9,8071.05,No
5512-IDZEI,Male,Electronic check,24.9,1174.8,No
0459-SPZHJ,Male,Credit card (automatic),83.5,5435,No
0215-BQKGS,Male,Credit card (automatic),84.3,2438.6,No
9244-ZVAPM,Male,Mailed check,45.6,45.6,No
0719-SYFRB,Female,Mailed check,61.65,713.75,Yes
8208-EUMTE,Male,Mailed check,54.85,916.15,No
5172-MIGPM,Male,Mailed check,65.55,237.2,No
1710-RCXUS,Male,Credit card (automatic),90.35,4614.55,No
0374-FIUCA,Male,Credit card (automatic),20.4,1414.45,No
5839-SUYVZ,Male,Credit card (automatic),74.55,1170.5,No
5173-ZXXXL,Male,Mailed check,19.95,47.7,No
1096-ADRUX,Female,Bank transfer (automatic),74.25,4859.25,No
2001-MCUUW,Male,Electronic check,108.65,4903.2,No
2731-GJRDG,Female,Bank transfer (automatic),109.55,3608,No
4723-BEGSG,Male,Credit card (automatic),86.65,6094.25,No
6516-NKQBO,Male,Credit card (automatic),81.0,3084.9,No
8672-OAUPW,Male,Credit card (automatic),47.85,2356.75,No
8207-DMRVL,Male,Bank transfer (automatic),114.55,8306.05,No
3419-SNJJD,Female,Bank transfer (automatic),105.25,6786.4,Yes
6543-CPZMK,Male,Electronic check,29.95,248.95,Yes
4765-OXPPD,Female,Mailed check,65.0,663.05,Yes
2804-ETQDK,Male,Mailed check,20.55,1357.1,No
6689-VRRTK,Female,Credit card (automatic),109.8,4860.35,No
7138-GIRSH,Male,Bank transfer (automatic),69.5,3418.2,No
9396-ZSFLL,Female,Mailed check,48.85,631.4,No
6464-KEXXH,Male,Credit card (automatic),25.25,186.3,No
7134-MJPDY,Female,Credit card (automatic),102.85,6976.75,No
5240-CAOYT,Female,Bank transfer (automatic),87.55,4884.85,No
4059-IIEBK,Female,Bank transfer (automatic),78.55,522.95,No
4881-JVQOD,Male,Bank transfer (automatic),34.55,362.6,No
0516-UXRMT,Female,Electronic check,92.05,5755.8,No
4851-BQDNX,Male,Electronic check,85.05,3355.65,No
5148-HKFIR,Female,Mailed check,19.7,406.95,No
1009-IRMNA,Female,Bank transfer (automatic),20.0,137.6,Yes
3003-CMDUU,Female,Electronic check,95.15,2395.7,No
5016-IBERQ,Male,Electronic check,84.25,1968.1,No
6797-UCJHZ,Female,Credit card (automatic),104.6,6819.45,No
2469-DTSGX,Female,Electronic check,111.65,7943.45,No
4554-YGZIH,Male,Credit card (automatic),90.05,4547.25,Yes
5099-BAILX,Male,Bank transfer (automatic),110.75,4687.9,Yes
9931-KGHOA,Female,Bank transfer (automatic),55.0,2473.95,No
1775-KWJKQ,Male,Credit card (automatic),89.85,6562.9,No
7665-VIGUD,Male,Mailed check,20.35,176.3,No
9411-TPQQV,Female,Bank transfer (automatic),54.55,2236.2,No
7207-RMRDB,Female,Electronic check,105.5,6985.65,Yes
7954-MLBUN,Male,Bank transfer (automatic),99.45,3109.9,No
2077-DDHJK,Female,Credit card (automatic),70.9,4911.35,No
4913-EHYUI,Male,Bank transfer (automatic),104.55,5794.65,Yes
0195-IESCP,Male,Electronic check,85.25,855.3,Yes
9574-BOSMD,Male,Bank transfer (automatic),25.4,1620.2,No
4580-TMHJU,Female,Electronic check,56.15,2499.3,Yes
0970-ETWGE,Male,Electronic check,89.55,89.55,Yes
4908-XAXAY,Female,Bank transfer (automatic),89.85,4287.2,No
8404-VLQFB,Female,Electronic check,25.25,394.85,No
1626-ERCMM,Male,Electronic check,94.55,1899.65,Yes
0887-HJGAR,Male,Mailed check,45.7,45.7,Yes
2391-IPLOP,Male,Electronic check,69.65,3442.15,No
5644-PDMZC,Female,Electronic check,89.5,161.5,Yes
3509-GWQGF,Male,Credit card (automatic),70.0,1732.6,No
9576-ANLXO,Female,Bank transfer (automatic),69.55,222.3,Yes
2024-BASKD,Female,Mailed check,74.6,74.6,Yes
5845-BZZIB,Male,Mailed check,20.1,655.3,No
1140-UKVZG,Female,Mailed check,24.8,475.25,No
4160-AMJTL,Female,Electronic check,19.65,164.3,Yes
5183-SNMJQ,Male,Credit card (automatic),95.1,865.1,No
8100-PNJMH,Male,Credit card (automatic),88.85,6132.7,No
7838-LAZFO,Male,Bank transfer (automatic),78.8,3597.5,No
4464-JCOLN,Male,Mailed check,19.85,35.9,Yes
2085-JVGAD,Male,Bank transfer (automatic),20.35,697.65,No
5650-VDUDS,Female,Mailed check,24.25,96.05,Yes
8095-WANWK,Female,Mailed check,45.25,428.7,No
3030-ZKIWL,Male,Mailed check,20.05,20.05,No
9565-FLVCG,Male,Mailed check,69.55,4459.15,No
8755-OGKNA,Female,Bank transfer (automatic),19.5,1167.6,No
2800-VEQXM,Female,Mailed check,74.75,238.1,No
7538-GWHML,Female,Electronic check,69.65,145.15,Yes
5533-RJFTJ,Male,Bank transfer (automatic),30.2,1453.1,No
3859-CVCET,Female,Mailed check,45.65,191.05,Yes
0214-JHPFW,Female,Bank transfer (automatic),57.8,4039.3,No
5642-MHDQT,Female,Bank transfer (automatic),19.85,1039.45,No
3088-FVYWK,Male,Credit card (automatic),25.55,1336.1,No
3276-HDUEG,Female,Mailed check,75.05,75.05,Yes
9092-GDZKO,Male,Credit card (automatic),24.85,493.4,No
0823-HSCDJ,Male,Electronic check,49.15,2550.9,Yes
3729-OWRVL,Male,Electronic check,110.35,7246.15,No
2324-AALNO,Female,Bank transfer (automatic),24.55,1203.95,No
0822-GAVAP,Female,Electronic check,34.7,62.25,Yes
5760-IFJOZ,Male,Mailed check,107.95,313.6,No
2826-UWHIS,Male,Bank transfer (automatic),81.4,3775.85,No
1448-PWKYE,Male,Electronic check,80.0,80,Yes
7501-IWUNG,Female,Bank transfer (automatic),73.8,4616.05,No
4957-TREIR,Male,Credit card (automatic),64.4,195.65,No
7251-LJBQN,Female,Credit card (automatic),103.75,4188.4,No
8040-MNRTF,Female,Mailed check,71.1,71.1,No
1536-HBSWP,Female,Electronic check,49.9,49.9,No
5313-FPXWG,Male,Bank transfer (automatic),24.6,1266.4,No
0067-DKWBL,Male,Electronic check,49.25,91.1,Yes
0946-FKYTX,Male,Mailed check,30.1,1623.4,No
5076-YVXCM,Male,Bank transfer (automatic),83.4,4149.45,No
8262-COGGB,Male,Mailed check,20.45,20.45,No
6663-JOCQO,Male,Bank transfer (automatic),75.25,2344.5,No
9620-QJREV,Male,Credit card (automatic),20.55,1013.05,No
2276-YDAVZ,Female,Credit card (automatic),75.1,270.7,Yes
2682-KEVRP,Female,Mailed check,20.05,417,No
2480-JZOSN,Female,Mailed check,20.65,20.65,No
0078-XZMHT,Male,Bank transfer (automatic),85.15,6316.2,No
5896-NPFWW,Male,Electronic check,50.15,168.15,Yes
9978-HYCIN,Male,Bank transfer (automatic),84.95,4018.05,No
8338-QIUNR,Male,Credit card (automatic),66.5,4811.6,No
1525-LNLOJ,Male,Bank transfer (automatic),63.3,4189.7,No
9450-TRJUU,Male,Electronic check,83.15,2848.45,No
1766-GKNMI,Male,Electronic check,84.9,2516.2,No
6942-LBFDP,Female,Mailed check,20.55,33.6,No
1456-TWCGB,Male,Mailed check,49.25,208.45,No
7133-VBDCG,Female,Bank transfer (automatic),79.85,2015.35,Yes
7596-ZYWBB,Female,Mailed check,59.6,3739.8,No
8329-UTMVM,Male,Bank transfer (automatic),104.65,2964,No
3014-WJKSM,Male,Credit card (automatic),75.3,2263.4,No
3347-YJZZE,Male,Credit card (automatic),80.1,2211.8,No
1029-QFBEN,Male,Mailed check,19.55,19.55,Yes
7929-DMBCV,Female,Mailed check,81.0,1683.7,No
9661-JALZV,Female,Credit card (automatic),24.7,1519,No
5433-KYGHE,Female,Mailed check,86.0,1164.05,No
4312-KFRXN,Male,Mailed check,25.4,1710.9,No
5575-TPIZQ,Male,Credit card (automatic),89.15,4245.55,No
0114-IGABW,Female,Bank transfer (automatic),58.25,4145.9,No
9944-AEXBM,Male,Bank transfer (automatic),85.65,2664.3,No
1853-ARAAQ,Female,Credit card (automatic),50.35,1277.5,No
6952-OMNWB,Male,Credit card (automatic),80.35,5589.3,No
4697-LUPSU,Male,Mailed check,20.2,34.75,No
8434-VGEQQ,Male,Credit card (automatic),20.55,1305.95,No
4952-YSOGZ,Female,Electronic check,85.95,381.3,Yes
1589-AGTLK,Male,Electronic check,45.35,141.5,Yes
5244-IRFIH,Male,Electronic check,94.5,3105.55,Yes
6549-YMFAW,Male,Mailed check,21.25,204.55,No
4950-HKQTE,Female,Mailed check,26.25,605.9,No
6786-OBWQR,Female,Electronic check,80.85,356.1,No
2684-EIWEO,Female,Credit card (automatic),91.7,2758.15,Yes
2753-JMMCV,Male,Credit card (automatic),74.2,4805.65,No
6439-GTPCA,Female,Electronic check,87.25,3941.7,Yes
6621-YOBKI,Male,Mailed check,20.35,92.75,No
1216-JWVUX,Male,Electronic check,75.5,1901.05,No
7564-GHCVB,Female,Bank transfer (automatic),79.05,5730.7,No
1173-NOEYG,Female,Bank transfer (automatic),90.15,2423.4,No
7595-EHCDL,Male,Credit card (automatic),50.6,1653.45,No
6647-ZEDXT,Female,Credit card (automatic),110.45,3327.05,No
2521-NPUZR,Male,Credit card (automatic),101.0,7085.5,No
1307-TVUFB,Male,Bank transfer (automatic),79.35,3344.1,No
7503-MIOGA,Female,Bank transfer (automatic),89.85,6697.35,No
4381-MHQDC,Female,Mailed check,65.0,2879.9,No
6923-JHPMP,Female,Electronic check,80.45,137.1,No
5138-WVKYJ,Male,Electronic check,98.55,1008.55,Yes
4018-PPNDW,Female,Mailed check,24.1,1551.6,No
1635-FJFCC,Female,Credit card (automatic),44.05,202.15,No
2499-AJYUA,Female,Credit card (automatic),110.8,7882.25,No
6919-ELBGL,Male,Bank transfer (automatic),114.95,8196.4,No
3966-HRMZA,Female,Mailed check,75.05,202.9,No
6425-JWTDV,Male,Mailed check,19.25,855.1,No
8405-IGQFX,Female,Credit card (automatic),90.05,5817,No
8224-IVVPA,Female,Mailed check,56.7,1652.95,No
9477-LGWQI,Male,Credit card (automatic),80.15,5600.15,No
1410-RSCMR,Male,Credit card (automatic),71.35,515.75,No
3115-CZMZD,Male,Mailed check,20.25, ,No
0139-IVFJG,Female,Electronic check,90.35,190.5,No
6683-VLCTZ,Male,Electronic check,98.55,1842.8,Yes
5730-DBDSI,Male,Bank transfer (automatic),19.7,1253.8,No
0030-FNXPP,Female,Mailed check,19.85,57.2,No
2189-WWOEW,Female,Bank transfer (automatic),85.9,1269.55,Yes
5684-FJVYR,Female,Bank transfer (automatic),90.35,6563.4,No
4013-GUXND,Male,Mailed check,20.8,20.8,No
1894-IGFSG,Female,Electronic check,89.25,1907.85,Yes
7379-POKDZ,Male,Electronic check,70.3,208.85,Yes
1266-NZYUI,Female,Bank transfer (automatic),66.85,4758.8,No
7969-FFOWG,Male,Mailed check,19.9,1292.6,No
4718-DHSMV,Female,Mailed check,35.8,363.15,No
5175-WLYXL,Male,Mailed check,78.85,1600.25,No
7817-OMJNA,Male,Bank transfer (automatic),20.4,275.7,No
8728-SKJLR,Male,Electronic check,74.25,3089.1,No
3137-NYQQI,Male,Mailed check,64.8,1175.6,No
7706-DZNKK,Male,Credit card (automatic),20.45,237.3,No
0236-HFWSV,Male,Electronic check,93.35,1444.65,Yes
3900-AQPHZ,Female,Mailed check,19.9,19.9,Yes
5842-POCOP,Female,Mailed check,88.9,454.15,Yes
2037-XJFUP,Male,Electronic check,95.8,3036.75,Yes
8823-RLPWL,Female,Credit card (automatic),110.65,8065.65,No
9505-SQFSW,Female,Mailed check,40.3,92.5,No
7314-OXENN,Male,Electronic check,82.0,184.65,Yes
3758-CKOQL,Female,Credit card (automatic),107.0,6152.3,No
0322-CHQRU,Male,Electronic check,45.35,89.5,Yes
5676-CFLYY,Male,Credit card (automatic),73.35,5154.5,No
7521-AFHAB,Female,Mailed check,44.8,220.45,No
0285-INHLN,Male,Credit card (automatic),54.75,1510.3,No
4678-DVQEO,Female,Electronic check,52.2,52.2,Yes
5125-CNDSP,Male,Bank transfer (automatic),40.6,2588.95,No
0691-IFBQW,Female,Electronic check,110.0,4874.8,Yes
4992-LTJNE,Male,Bank transfer (automatic),55.3,3983.6,No
2202-OUTMO,Female,Bank transfer (automatic),60.85,2003.6,No
0810-BDHAW,Female,Electronic check,78.4,1832.4,No
0229-LFJAF,Male,Bank transfer (automatic),69.65,4908.25,No
7131-ZQZNK,Female,Credit card (automatic),59.85,3590.2,No
3442-ZHHCC,Male,Credit card (automatic),76.9,5023,No
5726-CVNYA,Female,Mailed check,19.85,146.6,No
9871-ELEYA,Female,Credit card (automatic),67.65,2339.3,No
4257-GAESD,Female,Credit card (automatic),45.0,298.7,No
5173-WXOQV,Male,Mailed check,64.2,143.65,No
2040-OBMLJ,Male,Credit card (automatic),81.7,2548.65,No
6286-ZHAOK,Female,Bank transfer (automatic),25.55,507.4,No
3807-XHCJH,Female,Electronic check,20.0,20,No
3009-JWMPU,Male,Electronic check,96.75,6125.4,Yes
5671-RQRLP,Female,Credit card (automatic),75.65,5411.4,No
1450-GALXR,Female,Electronic check,98.5,1058.25,Yes
8859-AXJZP,Male,Mailed check,23.8,903.8,No
3174-AKMAS,Female,Credit card (automatic),64.2,3009.5,No
3138-BKYAV,Male,Electronic check,85.35,489.45,Yes
9926-PJHDQ,Female,Bank transfer (automatic),76.8,5468.45,No
7382-DFJTU,Male,Credit card (automatic),55.2,1058.1,No
2798-NYLMZ,Male,Credit card (automatic),108.55,7616,No
4289-DTDKW,Male,Electronic check,101.3,4113.1,Yes
1820-TQVEV,Male,Electronic check,69.55,69.55,Yes
2239-JALAW,Male,Bank transfer (automatic),103.25,6017.65,Yes
4853-RULSV,Male,Credit card (automatic),104.0,7250.15,Yes
8098-TDCBU,Female,Electronic check,25.25,1108.2,No
3551-GAEGL,Male,Bank transfer (automatic),30.4,938.65,No
4785-NKHCX,Male,Bank transfer (automatic),20.05,94.15,No
3196-NVXLZ,Female,Mailed check,84.6,2088.05,No
6275-YDUVO,Female,Mailed check,86.2,178.7,Yes
0036-IHMOT,Female,Bank transfer (automatic),103.7,5656.75,No
0115-TFERT,Male,Electronic check,111.2,2317.1,Yes
4178-EGMON,Male,Credit card (automatic),88.0,5986.45,No
4220-TINQT,Female,Electronic check,106.35,6751.35,No
5318-YKDPV,Male,Credit card (automatic),79.15,3566.6,No
7975-TZMLR,Male,Electronic check,103.1,4889.3,No
0295-QVKPB,Male,Credit card (automatic),63.95,318.1,No
4335-BSMJS,Female,Credit card (automatic),25.8,1563.95,No
2311-QYMUQ,Female,Credit card (automatic),89.45,1430.25,Yes
3643-AHCFP,Male,Bank transfer (automatic),95.6,644.35,Yes
9146-JRIOX,Female,Mailed check,25.55,372.45,No
3104-OWCGK,Male,Electronic check,90.95,5453.4,Yes
5337-IIWKZ,Male,Electronic check,44.85,1442.6,No
9101-BWFSS,Female,Electronic check,108.55,5610.7,Yes
9650-VBUOG,Male,Credit card (automatic),25.05,963.95,No
3487-EARAT,Female,Credit card (automatic),74.1,5222.3,No
2672-TGEFF,Female,Electronic check,88.8,3340.55,No
9231-ZJYAM,Female,Electronic check,78.85,292.8,Yes
4250-WAROZ,Male,Electronic check,93.25,5774.55,No
8184-WMOFI,Male,Credit card (automatic),71.4,4487.3,No
6982-SSHFK,Male,Mailed check,44.4,44.4,Yes
6092-QZVPP,Male,Credit card (automatic),79.2,2854.95,No
4625-LAMOB,Male,Credit card (automatic),20.4,905.55,No
0727-BMPLR,Female,Electronic check,100.0,5509.3,Yes
0392-BZIUW,Female,Credit card (automatic),105.0,7589.8,No
1038-ZAGBI,Female,Bank transfer (automatic),19.8,229.6,Yes
6549-NNDYT,Female,Bank transfer (automatic),30.85,394.1,No
3027-ZTDHO,Male,Electronic check,89.9,89.9,Yes
0422-OHQHQ,Female,Mailed check,20.55,295.95,No
6916-HIJSE,Female,Bank transfer (automatic),84.85,5459.2,No
2316-ESMLS,Female,Credit card (automatic),33.15,444.75,No
9778-OGKQZ,Male,Credit card (automatic),92.0,6782.15,No
7408-OFWXJ,Female,Credit card (automatic),89.8,6510.45,No
6007-TCTST,Female,Bank transfer (automatic),115.8,8476.5,No
2252-NKNSI,Male,Mailed check,85.15,4461.85,No
8713-IGZSO,Male,Mailed check,24.85,62,No
7905-TVXTA,Female,Electronic check,64.35,352.65,No
7695-PKLCZ,Female,Credit card (automatic),20.5,1424.9,No
2382-BCKQJ,Female,Electronic check,100.15,6413.65,Yes
